"RingNR","Year","GroupID","Trial_day","TrialID","Tag.ID","Well_distribution","Observer_ID","TrialNR_feeder","TrialNR_Indiv","Flock","AviaryNR","Trial_Idcode","Sex","Barcode","Weight_IN","Weight_OUT","Unbaited_visits_dur","Unbaited_visits_n","Baited_visits_dur","Baited_visits_n","Search_finds_visits_dur","Search_finds_visits_n","SF_visits_dur","SF_visits_n","Revisit_prod_dur","Revisits_prod_n","Join_visits_dur","Join_visits_n","Join_visits_NL_dur","Join_visits_NL_n","Join_FS_visits_dur","Join_FS_visits_n","Join_FL_visits_dur","Join_FL_visits_n","Join_BS_visits_dur","Join_BS_visits_n","Join_BL_visits_dur","Join_BL_visits_n","Join_latent_visits_dur","Join_latent_visits_n","Baited_visits_n2","Baited_visits_duration2","Join_visits_n2","Join_visits_duration2","Join_revisits_n2","Join_revisits_duration2","SF_visits_n2","SF_visits_duration2","Prim_prd_visits_n","Prim_prd_visits_duration","Secondary_visits_n","Secondary_visits_duration","Dir_scr_visits_n","Dir_scr_visits_duration","Vac_scr_visits_n","Vac_scr_visits_duration","Prim_prd_revisits_n","Prim_prd_revisits_duration","Dir_scr_revisits_n","Dir_scr_revisits_duration","Vac_scr_revisits_n","Vac_scr_revisits_duration","Time_spent_baited_wells","Total_feeds_RFID","Producing_feeds_RFID","Scrounging_feeds_RFID","SF_feeds_RFID","Producing_feeds_RFID2","Scrounging_feeds_RFID2","SF_feeds_RFID2","Activity_visits","Activity_distance","Board_time","Exploration1","Exploration2","Latency","Arrival_order","Trial_indiv_index","Avg_dist_1.2","Avg_dist_1.3","Avg_dist_2.3","Prd_rate","Scr_rate","Indiv_index","Opponent1_ID","Opponent2_ID","Opponent_producing_sum","Opponent_scrounging_sum","Opponent_producing_dur_sum","Opponent_scrounging_dur_sum","Opponent_producing_rate_sum","Opponent_scrounging_rate_sum","Opponent1_producing","Opponent2_producing","Opponent1_scrounging","Opponent2_scrounging","Opponent1_producing_dur","Opponent2_producing_dur","Opponent1_scrounging_dur","Opponent2_scrounging_dur","Opponent1_producing_rate","Opponent2_producing_rate","Opponent1_scrounging_rate","Opponent2_scrounging_rate","Opponent1_primary_producing","Opponent2_primary_producing","Opponent1_secondary_visits","Opponent2_secondary_visits","Opponent1_primary_producing_dur","Opponent2_primary_producing_dur","Opponent1_secondary_visits_dur","Opponent2_secondary_visits_dur","Opponent_primary_producing_sum","Opponent_secondary_visit_rate_sum","Opponent1_direct_scrounging","Opponent2_direct_scrounging","Opponent1_vacant_scrounging","Opponent2_vacant_scrounging","Opponent1_primary_producing_revisits","Opponent2_primary_producing_revisits","Opponent1_direct_scrounging_revisits","Opponent2_direct_scrounging_revisits","Opponent1_vacant_scrounging_revisits","Opponent2_vacant_scrounging_revisits","Opponent1_primary_producing_total_duration","Opponent2_primary_producing_total_duration","Opponent1_direct_scrounging_total_duration","Opponent2_direct_scrounging_total_duration","Opponent1_vacant_scrounging_total_duration","Opponent2_vacant_scrounging_total_duration","Focal_ID_index","Opponent1_ID_index","Opponent2_ID_index","TrialID_index","Group_index","Flock_index","Well_dist_index","MC_Opponent_scrounging_sum","Year_bin","Grp_tr_b4","Trial_day_bin","Prop_PS","Prop_PS2","Total_events","bmr_YN","Recapture_YN","Retested"
"8917479","2023",33,2,"556_3","000726E250","1down","RM",11,8,"Sordahl",3,"E","F","Water_faucet",30.3,"26.5",11.282,4,120.323,5,21.022,2,99.301,3,0,0,310.441,5,310.441,5,0,0,0,0,0,0,0,0,0,0,5,120.323,5,310.441,1,12.542,3,99.301,2,89.834,3,30.489,1,31.271,0,0,3,53.263,0,0,0,0,187.282,40,25,66,21,25,69,21,30,690.307585859308,501.866,10,7,72.7099999999991,1,3,34.0545800448305,33.9707582504092,45.3783468098796,0.239751248341191,0.618573483758613,19,"8917460","8P31126",6,0,104.752,0,0.666552130062677,0,6,0,0,0,104.752,0,0,0,0.666552130062677,0,0,0,1,0,5,0,34.727,0,70.025,0,34.727,70.025,0,0,1,1,2,2,0,0,0,0,59.818,59.818,0,0,40.624,40.624,19,10,216,1103,32,5,1,-6.93840761141713,1,0,1,0.5,0.5,10,0,0,0
"8P31126","2023",33,2,"556_3","000724EF35","1down","RM",11,9,"Sordahl",3,"F","M","Footballer",29.1,"26.9",4.855,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.961,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.342,0,0,0,0,0,0,0,66,1136.92758289447,169.799,5,4,166.739999999998,3,2,38.9960791251294,30.4296703848287,45.3783468098796,0,0,216,"8917479","8917460",11,5,225.075,310.441,0.906303378403868,0.618573483758613,5,6,5,0,120.323,104.752,310.441,0,0.239751248341191,0.666552130062677,0.618573483758613,0,2,1,3,5,89.834,34.727,30.489,70.025,124.561,100.514,1,1,0,0,3,3,0,0,0,0,143.097,143.097,31.271,31.271,0,0,216,19,10,1103,32,5,1,-1.93840761141713,1,0,1,1,1,0,0,0,0
"8917477","2023",32,2,"557_1","000724FE72","3down","RW",12,9,"Sordahl",2,"J","F","Ghost",29.5,"27.2",15.065,6,218.938,11,0,0,218.938,11,66.665,1,135.841,2,117.886,1,0,0,1.572,2,117.886,1,0,0,17.955,1,11,218.938,2,135.841,0,0,11,218.938,0,0,11,218.938,2,135.841,2,54.563,0,0,6,163.026,4,68.014,466.768,100,61,29,47,47,29,47,67,1570.79371957738,511.6,11,5,46.4199999999983,2,3,62.8723108341427,45.7771377240419,30.469329874765,0.427947615324472,0.265521892103206,17,"8P26978","8917478",15,1,332.877,14.694,1.31972261091935,0.0742965491088358,6,9,1,0,138.941,193.936,14.694,0,0.702520541018835,0.617202069900515,0.0742965491088358,0,1,3,5,6,37.662,115.562,101.279,78.374,153.224,179.653,0,0,0,0,8,8,0,0,0,0,168.221,168.221,0,0,0,0,17,135,18,1104,31,5,8,-5.93840761141713,1,0,1,0.153846153846154,0.153846153846154,13,0,0,0
"8917478","2023",32,2,"557_1","000724E4F4","3down","RW",12,9,"Sordahl",2,"H","M","J",28,"26.4",26.482,8,193.936,9,50.43,2,143.506,7,0,0,0,0,0,0,0,0,1.633,1,0,0,0,0,0,0,9,193.936,0,0,0,0,7,143.506,3,115.562,6,78.374,0,0,1,5.077,6,78.297,0,0,0,0,232.864,50,41,0,30,41,0,30,58,1384.29419502506,314.218,17,7,43.1999999999971,1,2,63.670850362997,50.401133510618,30.469329874765,0.617202069900515,0,18,"8917477","8P26978",17,3,357.879,150.535,1.13046815634331,0.339818441212041,11,6,2,1,218.938,138.941,135.841,14.694,0.427947615324472,0.702520541018835,0.265521892103206,0.0742965491088358,0,1,11,5,0,37.662,218.938,101.279,37.662,320.217,2,2,2,2,0,0,6,6,4,4,0,0,298.867,298.867,122.577,122.577,18,17,135,1104,31,5,8,-3.93840761141713,1,0,1,0,0,9,0,0,0
"8P26978","2023",32,2,"557_1","000724C16B","3down","RW",12,9,"Sordahl",2,"I","M","Footballer",29,"27.2",2.473,1,138.941,6,0,0,138.941,6,14.586,2,14.694,1,14.694,1,0,0,0,0,0,0,0,0,0,0,6,138.941,1,14.694,0,0,6,138.941,1,37.662,5,101.279,0,0,0,0,8,130.559,0,0,0,0,170.115,36,33,3,29,29,3,29,23,300.340907696426,197.775,4,3,53.4000000000015,3,1,63.670850362997,45.7771377240419,28.7695942709081,0.702520541018835,0.0742965491088358,135,"8917478","8917477",20,2,412.874,135.841,1.04514968522499,0.265521892103206,9,11,0,2,193.936,218.938,0,135.841,0.617202069900515,0.427947615324472,0,0.265521892103206,3,0,6,11,115.562,0,78.374,218.938,115.562,297.312,0,0,1,1,6,6,0,0,0,0,193.859,193.859,0,0,5.077,5.077,135,18,17,1104,31,5,8,-4.93840761141713,1,0,1,0.142857142857143,0.142857142857143,7,0,1,0
"8917460","2023",33,2,"557_2","000724DF2A","6down","RM",12,9,"Sordahl",3,"A","F","Ghost",29.2,"26.5",4.278,2,85.044,3,15.412,1,69.632,2,20.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,85.044,0,0,0,0,2,69.632,2,57.751,1,27.293,0,0,0,0,2,47.303,0,0,0,0,114.34,24,22,0,14,18,0,14,30,625.502683630817,175.617,7,5,147.599999999999,3,1,35.3391134711327,37.9677047018529,33.1849512067657,0.484258357676079,0,10,"8917480","8917479",24,7,437.993,113.621,1.03284685891769,0.294383512024924,16,8,3,4,258.687,179.306,5.958,107.663,0.564211449247862,0.468635409669823,0.0129947458303616,0.281388766194562,4,0,12,8,60.813,0,197.874,179.306,60.813,377.18,0,0,1,1,14,14,0,0,0,0,301.216,301.216,0,0,9.372,9.372,10,20,19,1105,32,5,26,0.0615923885828744,1,0,1,0,0,3,0,0,0
"8917479","2023",33,2,"557_2","000726E250","6down","RM",12,9,"Sordahl",3,"E","F","Water_faucet",30.3,"26.5",7.124,3,179.306,8,9.514,1,169.792,7,21.254,2,107.663,4,107.663,4,0,0,3.506,2,0,0,0,0,0,0,8,179.306,4,107.663,0,0,7,169.792,0,0,8,179.306,3,88.731,3,103.316,0,0,3,62.486,6,78.147,355.025,76,43,23,36,38,23,36,42,939.151665973141,382.613,12,8,127.75,2,3,36.4523738819069,37.9677047018529,33.4274050482963,0.468635409669823,0.281388766194562,19,"8917460","8917480",19,3,343.731,5.958,1.04846980692394,0.0129947458303616,3,16,0,3,85.044,258.687,0,5.958,0.484258357676079,0.564211449247862,0,0.0129947458303616,2,4,1,12,57.751,60.813,27.293,197.874,118.564,225.167,0,0,0,0,2,2,0,0,0,0,105.054,105.054,0,0,0,0,19,10,20,1105,32,5,26,-3.93840761141713,1,0,1,0.333333333333333,0.333333333333333,12,0,0,0
"8917480","2023",33,2,"557_2","000724FD1B","6down","RM",12,9,"Sordahl",3,"D","F","Lemur",28.9,"27.9",14.934,7,258.687,16,68.338,5,190.349,11,51.247,3,5.958,3,4.155,2,0,0,2.353,1,0,0,1.802,1,1.803,1,16,258.687,3,5.958,1,6.99,11,190.349,4,60.813,12,197.874,0,0,1,9.372,14,240.403,0,0,0,0,373.181,80,66,1,40,55,2,40,98,2457.93700135133,458.493,11,8,113.510000000002,1,2,35.3391134711327,38.9280716136976,33.4274050482963,0.564211449247862,0.0129947458303616,20,"8917479","8917460",11,4,264.35,107.663,0.952893767345902,0.281388766194562,8,3,4,0,179.306,85.044,107.663,0,0.468635409669823,0.484258357676079,0.281388766194562,0,0,2,8,1,0,57.751,179.306,27.293,57.751,206.599,3,3,3,3,0,0,3,3,6,6,0,0,151.217,151.217,181.463,181.463,20,19,10,1105,32,5,26,-2.93840761141713,1,0,1,0.157894736842105,0.157894736842105,19,0,0,0
"8917476","2023",32,2,"557_3","000724D725","6down","SL",12,9,"Sordahl",2,"L","M","Yoga",28,"26.6",23.772,7,361.232,16,5.53,1,355.702,15,79.258,3,6.111,2,6.111,2,0,0,4.027,2,0,0,0,0,0,0,16,361.232,2,6.111,2,30.847,15,355.702,1,64.952,15,296.28,0,0,5,165.707,1,23.566,0,0,11,180.735,486.619,104,94,1,76,77,7,76,75,1834.01473282457,552.963,20,9,47,3,2,60.4587711313579,51.193093147228,47.0359490379717,0.653266131730333,0.0110513723341345,16,"8P31117","8P31087",20,2,612.653,15.883,1.36169880511021,0.0340833252862094,12,8,2,0,219.327,393.326,15.883,0,0.47065374835034,0.891045056759873,0.0340833252862094,0,3,4,9,4,53.232,251.596,166.095,141.73,304.828,307.825,1,1,2,2,7,7,1,1,0,0,344.692,344.692,17.679,17.679,36.335,36.335,16,215,187,1106,31,5,26,-4.93840761141713,1,0,1,0.111111111111111,0.111111111111111,18,0,0,0
"8P31087","2023",32,2,"557_3","000724C37F","6down","SL",12,9,"Sordahl",2,"G","F","Water_faucet",30.5,"29.8",14.543,7,393.326,8,0,0,393.326,8,11.515,1,0,0,0,0,0,0,1.32,1,0,0,0,0,0,0,8,393.326,0,0,0,0,8,393.326,4,251.596,4,141.73,0,0,0,0,5,153.245,0,0,0,0,416.238,89,87,0,84,84,0,84,32,794.78944245317,441.421,8,5,43.1600000000035,1,1,60.4587711313579,49.5960670461844,45.8117875263422,0.891045056759873,0,187,"8917476","8P31117",28,4,580.559,21.994,1.12391988008067,0.0451346976203438,16,12,2,2,361.232,219.327,6.111,15.883,0.653266131730333,0.47065374835034,0.0110513723341345,0.0340833252862094,1,3,15,9,64.952,53.232,296.28,166.095,118.184,462.375,0,0,5,5,1,1,0,0,11,11,88.518,88.518,0,0,346.442,346.442,187,16,215,1106,31,5,26,-2.93840761141713,1,0,1,0,0,8,0,1,0
"8P31117","2023",32,2,"557_3","000724FA70","6down","SL",12,9,"Sordahl",2,"K","F","Lemur",28.5,"27",1.692,1,219.327,12,58.658,5,160.669,7,18.178,2,15.883,2,4.606,1,0,0,0.431,1,0,0,0,0,11.277,1,12,219.327,2,15.883,1,22.813,7,160.669,3,53.232,9,166.095,1,11.277,2,36.335,7,291.46,1,6.402,0,0,437.889,94,51,3,34,47,8,34,48,1255.15931184261,466.005,12,8,44.5800000000017,2,3,56.2199171414983,49.5960670461844,47.0359490379717,0.47065374835034,0.0340833252862094,215,"8P31087","8917476",24,2,754.558,6.111,1.54431118849021,0.0110513723341345,8,16,0,2,393.326,361.232,0,6.111,0.891045056759873,0.653266131730333,0,0.0110513723341345,4,1,4,15,251.596,64.952,141.73,296.28,316.548,438.01,0,0,0,0,5,5,0,0,0,0,404.841,404.841,0,0,0,0,215,187,16,1106,31,5,26,-4.93840761141713,1,0,1,0.142857142857143,0.142857142857143,14,0,0,0
"8917460","2023",33,2,"558_1","000724DF2A","2down","RW",13,10,"Sordahl",3,"A","F","Ghost",29.2,"26.5",11.973,6,140.225,6,39.092,4,101.133,2,66.261,2,0,0,0,0,0,0,2.094,2,0,0,0,0,0,0,6,140.225,0,0,0,0,2,101.133,1,18.038,5,122.187,0,0,1,6.663,1,6.442,0,0,3,183.966,246.853,53,44,0,21,30,0,21,46,1062.24735083437,345.338,12,7,65.5599999999977,2,2,39.7669192309697,46.4701191759931,30.9196354059002,0.406051462625022,0,10,"8917480","8P31111",6,2,287.52,11.859,0.879320862135297,0.0602729282610353,1,5,2,0,23.59,263.93,11.859,0,0.119895301262992,0.759425560872305,0.0602729282610353,0,1,1,0,4,23.59,228.525,0,35.405,252.115,35.405,0,0,0,0,1,1,0,0,0,0,32.244,32.244,0,0,0,0,10,20,210,1107,32,5,6,-4.93840761141713,1,0,1,0,0,6,0,0,0
"8917480","2023",33,2,"558_1","000724FD1B","2down","RW",13,10,"Sordahl",3,"D","F","Lemur",28.9,"27.9",24.234,10,23.59,1,23.59,1,0,0,0,0,11.859,2,11.859,2,0,0,8.747,5,0,0,0,0,0,0,1,23.59,2,11.859,0,0,0,0,1,23.59,0,0,0,0,0,0,1,8.654,0,0,0,0,80.119,17,5,2,0,5,2,0,81,1763.51019930583,196.755,21,6,69.6299999999974,3,3,34.2509756225517,45.7998928669614,30.9196354059002,0.119895301262992,0.0602729282610353,20,"8P31111","8917460",11,0,404.155,0,1.16547702349733,0,5,6,0,0,263.93,140.225,0,0,0.759425560872305,0.406051462625022,0,0,1,1,4,5,228.525,18.038,35.405,122.187,246.563,157.592,0,0,0,0,3,3,0,0,0,0,275.646,275.646,0,0,0,0,20,210,10,1107,32,5,6,-6.93840761141713,1,0,1,0.666666666666667,0.666666666666667,3,0,0,0
"8P31111","2023",33,2,"558_1","000724D4F3","2down","RW",13,10,"Sordahl",3,"C","M","Yoga",29.4,"28",0,0,263.93,5,11.572,2,252.358,3,23.288,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,263.93,0,0,0,0,3,252.358,1,228.525,4,35.405,0,0,0,0,3,47.121,0,0,0,0,324.541,69,61,0,54,56,0,54,42,1193.77947097456,347.539,6,3,35.1100000000006,1,1,39.7669192309697,45.7998928669614,30.3526540095696,0.759425560872305,0,210,"8917460","8917480",7,2,163.815,11.859,0.525946763888014,0.0602729282610353,6,1,0,2,140.225,23.59,0,11.859,0.406051462625022,0.119895301262992,0,0.0602729282610353,1,1,5,0,18.038,23.59,122.187,0,41.628,122.187,0,0,1,1,1,1,0,0,3,3,24.48,24.48,0,0,190.629,190.629,210,10,20,1107,32,5,6,-4.93840761141713,1,0,1,0,0,5,0,1,0
"8P26978","2023",32,2,"558_2","000724C16B","2down","RM",13,10,"Sordahl",2,"I","M","Footballer",29,"27.2",4.438,2,7.152,1,7.152,1,0,0,0,0,4.449,1,4.449,1,0,0,0,0,0,0,0,0,0,0,1,7.152,1,4.449,0,0,0,0,0,0,1,7.152,0,0,0,0,0,0,0,0,0,0,14.475,3,1,0,0,1,0,0,11,217.812454652548,27.81,4,2,886.290000000001,3,1,49.9178205562348,25.9002768707003,49.834089747498,0.257173678532902,0.159978425026969,135,"8P31087","8P31117",3,3,33.288,45.974,0.479586132365813,0.513412101043039,2,1,0,3,23.682,9.606,0,45.974,0.372311658910829,0.107274473454984,0,0.513412101043039,1,0,1,1,18.194,0,5.488,9.606,18.194,15.094,0,0,0,0,0,0,0,0,0,0,18.194,18.194,0,0,0,0,135,187,215,1108,31,5,6,-3.93840761141713,1,0,1,0.5,0.5,2,0,1,0
"8P31087","2023",32,2,"558_2","000724C37F","2down","RM",13,10,"Sordahl",2,"G","F","Water_faucet",30.5,"29.8",8.379,2,23.682,2,23.682,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23.682,0,0,0,0,0,0,1,18.194,1,5.488,0,0,0,0,0,0,0,0,0,0,32.717,7,5,0,0,5,0,0,15,387.232508723593,63.608,7,4,114.830000000002,2,2,49.9178205562348,25.3433336988211,49.4025413914463,0.372311658910829,0,187,"8P31117","8P26978",2,4,16.758,50.423,0.364448151987886,0.673390526070008,1,1,3,1,9.606,7.152,45.974,4.449,0.107274473454984,0.257173678532902,0.513412101043039,0.159978425026969,0,0,1,1,0,0,9.606,7.152,0,16.758,1,1,0,0,0,0,2,2,0,0,0,0,45.974,45.974,0,0,187,215,135,1108,31,5,6,-2.93840761141713,1,0,1,0,0,2,0,1,0
"8P31117","2023",32,2,"558_2","000724FA70","2down","RM",13,10,"Sordahl",2,"K","F","Lemur",28.5,"27",10.315,5,9.606,1,9.606,1,0,0,24.832,1,45.974,3,45.974,3,11.118,1,0,0,0,0,0,0,0,0,1,9.606,3,45.974,0,0,0,0,0,0,1,9.606,1,10.024,0,0,0,0,2,35.95,0,0,65.627,14,7,9,0,2,9,0,29,639.126933473378,89.546,6,2,109.800000000003,1,3,48.2844454022426,25.9002768707003,49.4025413914463,0.107274473454984,0.513412101043039,215,"8P26978","8P31087",3,1,30.834,4.449,0.629485337443731,0.159978425026969,1,2,1,0,7.152,23.682,4.449,0,0.257173678532902,0.372311658910829,0.159978425026969,0,0,1,1,1,0,18.194,7.152,5.488,18.194,12.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,135,187,1108,31,5,6,-5.93840761141713,1,0,1,0.75,0.75,4,0,0,0
"8917479","2023",33,2,"558_3","000726E250","5up","SL",13,10,"Sordahl",3,"E","F","Water_faucet",30.3,"26.5",8.633,3,220.149,8,53.386,4,166.763,4,159.264,2,43.263,2,38.585,1,0,0,0,0,0,0,0,0,4.678,1,8,220.149,2,43.263,1,16.568,4,166.763,3,46.814,5,173.335,1,38.585,1,52.225,5,273.802,0,0,1,6.572,448.245,96,81,9,35,47,12,35,45,1024.07896609531,532.057,13,8,100.029999999999,2,3,27.9992515075255,37.0184071701429,43.8413025850083,0.413769577319723,0.0813127164946613,19,"8P31085","8P31126",15,8,281.766,201.592,0.716368706972432,0.528279566228997,2,13,5,3,111.054,170.712,120.362,81.23,0.308247010625187,0.408121696347245,0.334082758773829,0.194196807455168,0,3,2,10,0,99.856,111.054,70.856,99.856,181.91,1,1,2,2,0,0,3,3,0,0,0,0,121.666,121.666,111.054,111.054,19,185,216,1109,32,5,21,1.06159238858287,1,0,1,0.2,0.2,10,0,0,0
"8P31085","2023",33,2,"558_3","000724B642","5up","SL",13,10,"Sordahl",3,"B","F","J",31.6,"30.6",9.71,5,111.054,2,0,0,111.054,2,8.034,1,120.362,5,120.362,5,56.731,1,1.503,1,0,0,0,0,0,0,2,111.054,5,120.362,1,105.324,2,111.054,0,0,2,111.054,1,56.731,2,111.054,0,0,3,64.935,0,0,274.709,59,25,25,23,23,48,23,94,2883.35772919527,360.276,14,4,101.529999999999,3,1,28.3242489754055,37.0184071701429,40.4117720518438,0.308247010625187,0.334082758773829,185,"8P31126","8917479",21,5,390.861,124.493,0.821891273666968,0.27550952394983,13,8,3,2,170.712,220.149,81.23,43.263,0.408121696347245,0.413769577319723,0.194196807455168,0.0813127164946613,3,3,10,5,99.856,46.814,70.856,173.335,146.67,244.191,0,0,1,1,11,11,0,0,1,1,247.59,247.59,0,0,12.17,12.17,185,216,19,1109,32,5,21,-1.93840761141713,1,0,1,0.714285714285714,0.714285714285714,7,0,1,0
"8P31126","2023",33,2,"558_3","000724EF35","5up","SL",13,10,"Sordahl",3,"F","M","Footballer",29.1,"26.9",5.699,2,170.712,13,46.977,3,123.735,10,10.182,1,81.23,3,81.23,3,53.096,1,2.364,1,0,0,0,0,0,0,13,170.712,3,81.23,1,6.813,9,116.922,3,99.856,10,70.856,0,0,1,6.812,11,147.734,0,0,1,5.358,305.063,65,38,17,26,36,18,25,82,1484.89914918391,418.287,11,7,64.2300000000032,1,2,28.3242489754055,40.110112693393,43.8413025850083,0.408121696347245,0.194196807455168,216,"8917479","8P31085",10,7,331.203,163.625,0.722016587944911,0.41539547526849,8,2,2,5,220.149,111.054,43.263,120.362,0.413769577319723,0.308247010625187,0.0813127164946613,0.334082758773829,3,0,5,2,46.814,0,173.335,111.054,46.814,284.389,1,1,1,1,5,5,0,0,1,1,320.616,320.616,38.585,38.585,58.797,58.797,216,19,185,1109,32,5,21,0.0615923885828744,1,0,1,0.1875,0.1875,16,0,0,0
"8P14871","2022",4,1,"55_1","000724F860","3down","TZH",13,10,"Flenstad",4,"H","F","Lemur",29.3,"27.4",9.87600000000384,3,158.578999999998,6,23.3830000000016,2,135.195999999996,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,158.578999999998,0,0,0,0,4,135.195999999996,1,14.8870000000024,5,143.691999999995,0,0,2,86.3129999999946,0,0,0,0,2,48.8830000000017,166.725999999995,35,34,0,29,34,0,29,26,602.221061703606,201.418999999994,11,4,86.3009999999995,2,3,34.5850421511313,46.8094251836918,36.0450777144689,0.787309042344579,0,71,"8P14929","8P26812",19,2,627.12000000001,29.5220000000045,1.13799382877092,0.0617425298561831,8,11,1,1,156.086000000003,471.034000000007,14.5440000000017,14.9780000000028,0.416355905528623,0.721637923242299,0.0387957939213567,0.0229467359348264,1,3,7,8,10.4359999999942,89.1340000000054,145.650000000009,381.900000000002,99.5699999999996,527.550000000011,1,1,3,3,0,0,3,3,4,4,10.4359999999942,10.4359999999942,95.6190000000061,95.6190000000061,127.718000000001,127.718000000001,71,75,104,1080,4,1,8,-4.93840761141713,0,0,0,0,0,6,0,0,0
"8P14929","2022",4,1,"55_1","000724B81E","3down","TZH",13,10,"Flenstad",4,"G","M","Footballer",32.2,"29.4",3.45500000000175,1,156.086000000003,8,16.6559999999954,2,139.430000000008,6,69.3629999999976,4,14.5440000000017,1,14.5440000000017,1,14.5440000000017,1,0,0,0,0,0,0,0,0,8,156.086000000003,1,14.5440000000017,0,0,6,139.430000000008,1,10.4359999999942,7,145.650000000009,1,14.5440000000017,3,56.5770000000048,0,0,3,81.0750000000044,4,71.140999999996,259.758999999998,55,48,3,29,33,3,29,54,1083.82379254738,374.885999999999,14,12,105.476999999999,3,1,38.2700098775468,46.8094251836918,37.7337493293492,0.416355905528623,0.0387957939213567,75,"8P26812","8P14871",17,1,629.613000000005,14.9780000000028,1.50894696558688,0.0229467359348264,11,6,1,0,471.034000000007,158.578999999998,14.9780000000028,0,0.721637923242299,0.787309042344579,0.0229467359348264,0,3,1,8,5,89.1340000000054,14.8870000000024,381.900000000002,143.691999999995,104.021000000008,525.591999999997,0,0,1,1,7,7,0,0,1,1,475.364000000009,475.364000000009,0,0,21.2810000000027,21.2810000000027,75,104,71,1080,4,1,8,-5.93840761141713,0,0,0,0.111111111111111,0.111111111111111,9,1,0,0
"8P26812","2022",4,1,"55_1","000724D662","3down","TZH",13,10,"Flenstad",4,"L","M","Yoga",33.2,"28.1",21.0559999999896,7,471.034000000007,11,51.4340000000083,3,419.599999999999,8,0,0,14.9780000000028,1,0,0,0,0,0,0,0,0,0,0,14.9780000000028,1,11,471.034000000007,1,14.9780000000028,0,0,8,419.599999999999,3,89.1340000000054,8,381.900000000002,0,0,1,12.6310000000012,7,386.230000000004,0,0,1,8.65000000000146,542.268000000004,116,101,3,90,101,3,90,77,1812.22998476353,652.728999999978,18,10,82.252999999997,1,2,38.2700098775468,48.3209273856675,36.0450777144689,0.721637923242299,0.0229467359348264,104,"8P14871","8P14929",14,1,314.665000000001,14.5440000000017,1.2036649478732,0.0387957939213567,6,8,0,1,158.578999999998,156.086000000003,0,14.5440000000017,0.787309042344579,0.416355905528623,0,0.0387957939213567,1,1,5,7,14.8870000000024,10.4359999999942,143.691999999995,145.650000000009,25.3229999999966,289.342000000004,0,0,2,2,0,0,0,0,2,2,14.8870000000024,14.8870000000024,0,0,135.195999999996,135.195999999996,104,71,75,1080,4,1,8,-5.93840761141713,0,0,0,0.0833333333333333,0.0833333333333333,12,0,0,0
"8P14990","2022",3,2,"55_2","000724D7E8","4up","MKG",13,10,"Flenstad",2,"B","F","Footballer",31,"28",14.5569999999934,5,148.495000000003,6,29.8849999999947,2,118.610000000008,4,132.716000000008,5,245.767,9,229.604000000007,8,84.2699999999968,1,7.43400000000111,3,21.8430000000008,1,0,0,16.1629999999932,1,6,148.495000000003,9,245.767,0,0,4,118.610000000008,2,38.1200000000026,4,110.375,1,84.2699999999968,0,0,9,205.088000000003,5,204.766000000011,0,0,577.795000000006,124,60,52,25,31,52,25,89,1838.19456342786,769.990000000005,15,9,53.0599999999977,3,3,29.8638423997396,34.4180866479196,22.760864293895,0.192853153937067,0.319182067299573,93,"8P26897","8P26896",13,12,223.158000000018,212.282999999989,0.434415340952569,0.362600050245078,7,6,3,9,56.3440000000119,166.814000000006,20.1379999999917,192.144999999997,0.173432858791895,0.260982482160673,0.0619869180453821,0.300613132199696,2,0,5,6,22.5930000000008,0,33.7510000000111,166.814000000006,22.5930000000008,200.565000000017,1,1,0,0,2,2,1,1,0,0,37.1890000000058,37.1890000000058,18.8739999999961,18.8739999999961,0,0,93,126,125,1081,3,1,14,5.06159238858287,0,0,1,0.6,0.6,15,1,0,0
